rowid,pl_letter,pl_pnum,pl_orbper,pl_bmassj,pl_radj,pl_ttvflag,ra,dec,st_optmag,st_teff,st_mass,st_rad
962,c,2,89.722292,,0.175,FALSE,284.978013,41.420166,13.838,6166,1.13,1.2
963,b,1,78.1000231,,0.284,FALSE,292.301253,38.267041,14.999,6112,1.14,1.21
964,b,1,4.27103091,,0.108,FALSE,293.262447,41.365114,14.553,5658,0.94,0.92
965,b,1,2.89221751,,0.111,FALSE,294.70938,45.969501,15.068,4306,0.66,0.63
966,b,1,187.747029,,0.291,FALSE,281.594148,42.596416,15.206,5211,0.82,0.79
967,b,1,2.54307286,,0.116,FALSE,295.502705,43.232796,14.736,5794,0.99,0.99
968,b,1,2.16845259,,0.252,FALSE,288.749962,48.277176,15.141,5837,1.01,1
969,b,6,10.3039,0.006,0.161,TRUE,297.115123,41.909138,14.2,5663,0.96,1.06
970,c,6,13.0241,0.009,0.256,TRUE,297.115123,41.909138,14.2,5663,0.96,1.06
971,d,6,22.6845,0.023,0.278,TRUE,297.115123,41.909138,14.2,5663,0.96,1.06
972,e,6,31.9996,0.025,0.374,TRUE,297.115123,41.909138,14.2,5663,0.96,1.06
973,f,6,46.6888,0.006,0.222,TRUE,297.115123,41.909138,14.2,5663,0.96,1.06
974,g,6,118.3807,0.079,0.297,TRUE,297.115123,41.909138,14.2,5663,0.96,1.06
975,b,2,12.691112,,0.163,FALSE,292.929133,48.602814,12.935,5960,,1.15
976,c,2,31.719775,,0.197,FALSE,292.929133,48.602814,12.935,5960,,1.15
977,b,1,6.42200058,,0.156,FALSE,291.871356,44.087376,13.862,6247,1.21,1.34
978,b,1,81.3151059,,0.22,FALSE,294.569379,45.671257,15.111,5614,0.94,0.91
979,b,1,51.3285623,,0.237,FALSE,281.322565,48.066505,14.955,5724,0.96,0.94
980,b,1,19.79191978,,0.203,FALSE,287.38209,49.452396,14.09,6092,1.11,1.15
981,b,1,5.03728015,,0.11,FALSE,294.468554,49.331024,12.189,6417,1.3,1.41
982,b,1,4.42157218,,0.179,FALSE,281.111771,42.454931,15.18,4299,0.71,0.68
983,b,1,1.25275217,,0.147,FALSE,291.145201,44.062546,14.69,6104,1.11,1.17
984,b,1,0.57103852,,0.12,FALSE,291.049927,39.141674,14.098,5268,0.86,0.82
985,b,1,4.51005748,,0.13,FALSE,296.042339,45.985146,14.979,5406,0.88,0.84
986,b,1,37.6467384,,0.195,FALSE,291.646244,39.396624,14.288,5893,1.05,1.06
987,b,2,3.341815,,0.141,TRUE,291.65317,44.688274,13.492,5952,,1.16
988,c,2,224.784608,,0.651,TRUE,291.65317,44.688274,13.492,5952,,1.16
989,b,1,9.69312032,,0.237,FALSE,291.808022,38.622703,15.914,4781,0.73,0.7
990,b,1,8.79617863,,0.178,FALSE,295.463372,45.812744,15.159,6077,1.1,1.15
991,b,1,14.36267939,,0.269,FALSE,296.968815,47.751488,14.612,6496,1.34,1.54
992,b,1,42.3004954,,0.251,FALSE,289.406695,39.338834,14.766,5931,1.12,1.17
993,b,1,14.97435694,,0.12,FALSE,299.236933,45.834698,13.747,5374,0.87,0.83
994,b,1,23.5540725,,0.152,FALSE,294.991772,40.144409,11.98,8480,1.6,1.73
995,b,1,41.6977827,,0.227,FALSE,291.933655,44.115505,15.265,5641,0.95,0.93
996,b,1,4.79028459,,0.099,FALSE,292.08478,49.23748,14.102,5612,0.95,0.93
997,b,1,38.6715075,,0.244,FALSE,299.965664,44.160896,14.94,5688,0.96,0.97
998,b,1,8.3265153,,0.171,FALSE,297.019131,44.327522,15.06,6083,1.11,1.17
999,b,2,8.408878,,0.211,FALSE,296.981009,43.209751,13.771,5544,,0.84
1000,c,2,28.574263,,0.214,FALSE,296.981009,43.209751,13.771,5544,,0.84
1001,b,1,2.94902905,,0.123,FALSE,290.914483,42.286579,15.333,4904,0.78,0.74
1002,b,1,13.15141081,,0.17,FALSE,297.786606,47.886127,12.071,6231,1.29,1.59
1003,b,1,42.1917357,,0.182,FALSE,288.280535,46.340904,15.06,5544,0.92,0.89
1004,b,1,4.33946454,,0.149,FALSE,294.517667,50.670399,14.822,5500,0.93,0.9
1005,b,1,2.85234897,,0.114,FALSE,286.594273,37.891266,15.959,3658,0.35,0.34
1006,b,1,17.6700642,,0.164,FALSE,295.481223,40.73198,14.874,5683,0.95,0.94
1007,b,1,108.593329,,0.154,FALSE,285.691992,45.689396,14.033,5798,0.92,0.93
1008,b,1,5.12330347,,0.175,FALSE,293.217384,42.720707,15.162,5664,0.97,0.95
1009,b,1,61.6178167,,0.326,FALSE,293.063338,39.403444,15.722,5543,0.94,0.91
1010,b,2,24.3397804,,0.264,FALSE,291.604495,41.309361,15.28,5831,1,1
1011,c,2,76.5369586,,0.244,FALSE,291.604495,41.309361,15.28,5831,1,1
1012,b,2,4.754,0.037,0.162,FALSE,287.997883,50.944332,13.461,4725,0.75,0.69
1013,c,2,8.92507,0.027,0.194,FALSE,287.997883,50.944332,13.461,4725,0.75,0.69
1014,b,1,5.45298175,,0.071,FALSE,285.207485,45.38435,12.404,5403,0.9,0.81
1015,b,1,3.53232449,,0.142,FALSE,295.651494,49.261295,14.972,5851,1.03,1.04
1016,b,1,62.8916228,,0.21,FALSE,286.367463,48.423935,15.481,5298,0.87,0.83
1017,b,1,11.55562343,,0.176,FALSE,293.322404,42.86747,14.816,5569,0.93,0.9
1018,b,1,17.13263989,,0.236,FALSE,295.567982,42.478287,15.842,5281,0.84,0.81
1019,b,1,76.957857,,0.165,FALSE,286.002968,44.756592,14.353,5656,0.96,0.94
1020,b,1,2.36172433,,0.146,FALSE,284.107796,44.245808,15.658,4512,0.72,0.68
1021,b,1,23.9210791,,0.196,FALSE,287.130272,48.665375,12.768,6807,1.5,1.84
1022,b,1,3.17060005,,0.152,FALSE,285.899242,48.307301,15.353,5582,0.95,0.92
1023,b,1,0.81316672,,0.106,FALSE,287.945617,39.230568,14.113,5550,0.94,0.91
1024,b,3,5.188549,,0.112,FALSE,294.121421,48.349525,13.738,4605,0.56,0.67
1025,c,3,8.041,0.009,0.143,TRUE,294.121421,48.349525,13.738,4605,0.56,0.67
1026,d,3,11.776,0.012,0.226,TRUE,294.121421,48.349525,13.738,4605,0.56,0.67
1027,b,1,24.0862707,,0.247,FALSE,281.693981,46.946449,15.464,4850,0.76,0.73
1028,b,1,2.34451194,,0.073,FALSE,290.543645,47.72588,12.589,5791,1.01,1.07
1029,b,1,18.3027248,,0.131,FALSE,292.714435,44.082336,14.31,5685,0.97,0.96
1030,b,2,2.88890485,,0.149,FALSE,287.302821,39.289688,15.195,5053,0.81,0.77
1031,c,2,210.630591,,0.321,FALSE,287.302821,39.289688,15.195,5053,0.81,0.77
1032,b,1,17.14647302,,0.178,FALSE,290.043293,47.257977,14.941,5753,0.98,0.96
1033,b,1,3.97076766,,0.125,FALSE,295.308161,43.044415,15.443,5064,0.79,0.75
1034,b,1,2.3522658,,0.11,FALSE,286.716626,47.425633,15.848,4692,0.74,0.7
1035,b,1,10.62784997,,0.233,FALSE,292.547537,41.642956,15.401,5941,1.09,1.14
1036,b,1,1.10446351,,0.151,FALSE,290.953557,45.719536,15.277,5054,0.81,0.77
1037,b,1,3.73089898,,0.128,FALSE,294.18926,45.151577,14.966,5833,1.02,1.01
1038,b,2,2.403679,,0.097,FALSE,297.711849,45.261925,13.431,5979,1,1.21
1039,c,2,8.990889,,0.232,FALSE,297.711849,45.261925,13.431,5979,1,1.21
1040,b,1,2.78786839,,0.091,FALSE,296.724492,49.532715,14.435,4754,0.76,0.72
1041,b,1,65.6478424,,0.198,FALSE,292.247793,47.878452,14.872,5470,0.88,0.85
1042,b,1,1.64680191,,0.078,FALSE,290.434033,44.107651,14.634,3964,0.55,0.53
1043,b,1,1.75583533,,0.154,FALSE,289.147217,45.866181,15.758,5470,0.91,0.88
1044,b,2,5.1856142,,0.209,FALSE,297.477127,39.877247,14.806,6327,1.26,1.43
1045,c,2,8.45808312,,0.211,FALSE,297.477127,39.877247,14.806,6327,1.26,1.43
1046,b,1,33.469743,,0.181,FALSE,288.820587,39.522827,14.74,5842,1.03,1.03
1047,b,1,11.89520511,,0.118,FALSE,288.924024,46.057632,14.152,5778,1,1
1048,b,1,4.45743164,,0.097,FALSE,283.121049,43.525642,14.374,4679,0.76,0.71
1049,b,1,13.5396293,,0.209,FALSE,292.233946,41.575213,13.628,6203,1.41,1.95
1050,b,1,22.70816791,,0.211,FALSE,294.266335,45.204315,14.574,6217,1.19,1.28
1051,b,2,5.968734,,0.305,FALSE,294.74207,43.536835,13.717,6142,1.16,1.45
1052,c,2,13.07163,,0.205,FALSE,294.74207,43.536835,13.717,6142,1.16,1.45
1053,b,1,7.97034958,,0.191,FALSE,287.879384,43.364075,15.833,5519,0.92,0.89
1054,b,1,10.71252541,,0.19,FALSE,299.077103,45.44064,15.813,4253,0.59,0.57
1055,b,1,32.5637069,,0.197,FALSE,283.29213,45.434116,15.48,5390,0.89,0.84
1056,b,1,6.11786898,,0.092,FALSE,290.235843,50.030087,12.168,6302,1.22,1.35
1057,b,1,3.97599768,,0.1,FALSE,287.529634,38.894513,14.11,5183,0.85,0.79
1058,b,1,9.478522,,0.138,FALSE,286.971267,44.708302,14.456,6080,1.13,1.18
1059,b,1,33.2406882,,0.151,FALSE,290.348519,50.902855,14.477,5446,0.9,0.86
1060,b,1,1.00393374,,0.153,FALSE,298.302714,47.694023,15.942,4971,0.79,0.75
1061,b,1,55.8226539,,0.223,FALSE,287.297694,47.455437,15.624,5157,0.87,0.82
1062,b,1,6.11009134,,0.084,FALSE,294.911573,46.491463,12.716,6191,1.24,1.23
1063,b,2,18.7959228,0.094,0.719,FALSE,288.793037,48.040234,14.274,6150,1.13,1.61
1064,c,2,50.790391,1.84,1.101,FALSE,288.793037,48.040234,14.274,6150,1.13,1.61
1065,b,1,9.98969327,,0.215,FALSE,292.16858,43.779675,15.909,5069,0.8,0.76
1066,b,1,1.44259224,,0.228,FALSE,294.958925,38.591578,11.558,7044,1.58,1.95
1067,b,1,26.0204423,,0.285,FALSE,290.474507,37.766598,15.889,5558,0.92,0.89
1068,b,1,0.7698536,,0.079,FALSE,293.131095,45.663548,13.829,5252,0.86,0.82
1069,b,1,6.89225223,,0.142,FALSE,281.831445,42.298916,14.207,5936,1.04,1.04
1070,b,1,37.94563,,0.267,FALSE,289.142702,46.812897,15.939,5453,0.9,0.86
1071,b,1,24.1738579,,0.219,FALSE,297.919728,45.274162,15.056,5844,1.01,1.02
1072,b,1,106.247547,,0.17,FALSE,286.671437,49.406288,14.552,5712,0.98,0.97
1073,b,1,31.80634,,0.095,FALSE,288.456062,45.802124,13.831,4990,0.8,0.75
1074,b,1,2.68505749,,0.118,FALSE,284.09764,47.810638,14.077,5212,0.84,0.81
1075,b,2,7.518496,,0.175,FALSE,299.213164,41.424824,14.711,5274,0.86,1.09
1076,c,2,20.17202,,0.685,FALSE,299.213164,41.424824,14.711,5274,0.86,1.09
1077,b,1,16.8601286,,0.178,FALSE,295.88751,43.156063,14.989,6077,1.09,1.14
1078,b,1,4.89337519,,0.14,FALSE,289.747314,39.523468,13.827,6176,1.17,1.3
1079,b,1,11.17394617,,0.215,FALSE,296.307949,43.82135,15.356,5924,1.04,1.05
1080,b,1,28.5057189,,0.252,FALSE,292.232425,38.892222,15.778,5765,1,0.99
1081,b,1,53.5991044,,0.239,FALSE,291.282055,46.965996,14.953,5983,1.05,1.07
1082,b,1,104.3518976,,0.119,FALSE,287.241174,39.332757,12.57,5622,0.96,0.87
1083,b,1,16.07677615,,0.199,FALSE,288.479641,47.101768,15.306,5635,0.95,0.93
1084,b,1,18.87064068,,0.233,FALSE,286.892005,38.318556,14.562,5975,1.06,1.09
1085,b,1,17.1369543,,0.186,FALSE,283.103838,43.148045,15.004,5913,1.04,1.06
1086,b,1,3.78858982,,0.158,FALSE,298.426343,47.946785,14.285,6012,1.11,1.16
1087,b,2,2.422082,,0.321,FALSE,295.946421,42.658924,14.236,5595,,0.84
1088,c,2,4.125103,,0.082,FALSE,295.946421,42.658924,14.236,5595,,0.84
1089,b,1,10.45843441,,0.119,FALSE,284.999621,49.479977,14.471,4730,0.76,0.72
1090,b,1,5.60014851,,0.135,FALSE,291.657776,48.009315,15.378,5308,0.85,0.81
1091,b,1,25.2034787,,0.211,FALSE,282.140566,43.89658,15.684,5438,0.86,0.83
1092,b,1,2.83265213,,0.118,FALSE,288.144759,51.275627,13.467,5908,1.08,1.21
1093,b,1,16.22371307,,0.135,FALSE,291.699538,38.145265,14.129,5590,0.94,0.92
1094,b,1,8.49642241,,0.186,FALSE,284.351087,40.852979,15.888,4965,0.74,0.71
1095,b,1,66.1849031,,0.199,FALSE,292.369561,43.910809,14.862,5756,0.98,0.97
1096,b,1,2.03231845,,0.112,FALSE,291.669272,42.59071,15.13,4708,0.78,0.72
1097,b,1,7.6847716,,0.131,FALSE,288.834008,44.838249,14.776,5517,0.93,0.9
1098,b,1,15.0447198,,0.103,FALSE,293.725872,47.247044,13.037,5889,0.94,1.17
1099,b,1,4.4379629,0.432,1.754,FALSE,286.243425,50.040382,13.8,5947,1.17,1.48
1100,b,2,6.312501,,0.192,FALSE,287.891632,39.339124,14.735,4096,,0.53
1101,c,2,12.794585,,0.136,FALSE,287.891632,39.339124,14.735,4096,,0.53
1102,b,1,1.11854972,,0.095,FALSE,296.603451,44.129257,15.793,4612,0.74,0.7
1103,b,1,15.18725932,,0.204,FALSE,294.614827,40.833172,14.724,6177,1.15,1.24
1104,b,1,28.6851324,,0.262,FALSE,292.290612,44.653255,15.658,5834,1.03,1.04
1105,b,1,0.58800076,,0.095,FALSE,292.773384,44.178127,14.934,4105,0.64,0.61
1106,b,1,85.7350285,,0.272,FALSE,289.441483,42.498135,15.301,5825,1.03,1.03
1107,b,1,1.07839035,,0.126,FALSE,290.279709,41.515049,15.143,5226,0.84,0.81
1108,b,1,1.21699766,,0.146,FALSE,295.938407,49.791145,15.975,4877,0.8,0.75
1109,b,1,13.68237119,,0.145,FALSE,295.064243,49.358994,14.5,5909,1.06,1.06
1110,b,1,11.08507637,,0.207,FALSE,291.881263,44.555729,15.938,5001,0.8,0.76
1111,b,1,25.369116,,0.135,FALSE,287.584891,49.154793,12.476,6210,1.23,1.38
1112,b,2,3.177422,,0.209,FALSE,286.162064,39.677995,14.708,5311,,0.7
1113,c,2,41.008011,,0.203,FALSE,286.162064,39.677995,14.708,5311,,0.7
1114,b,1,8.07124073,,0.152,FALSE,292.832145,48.219357,15.553,5568,0.94,0.92
1115,b,1,11.01816836,,0.227,FALSE,285.720788,40.856961,15.832,5705,0.96,0.94
1116,b,1,12.94130146,,0.191,FALSE,296.853432,50.037354,15.012,6051,1.1,1.15
1117,b,1,5.34982412,,0.106,FALSE,289.485822,50.944164,13.386,6050,1.14,1.21
1118,b,1,18.82634264,,0.211,FALSE,285.142638,49.800667,15.279,5130,0.85,0.8
1119,b,1,4.76703963,,0.109,FALSE,297.463622,48.181416,14.431,5616,0.95,0.93
1120,b,1,4.37034536,,0.124,FALSE,287.405321,45.918007,15.133,5743,0.99,0.98
1121,b,1,2.03232507,,0.178,FALSE,289.186676,50.937557,15.298,5905,1.06,1.08
1122,b,1,22.9221266,,0.128,FALSE,291.578982,44.531715,13.578,5986,1.06,1.1
1123,b,1,16.10467749,,0.189,FALSE,297.215809,47.378515,12.249,5944,1.25,1.94
1124,b,5,5.766193,,0.209,FALSE,291.111883,39.949104,14.247,6050,0.99,1.22
1125,c,5,12.465988,,0.524,FALSE,291.111883,39.949104,14.247,6050,0.99,1.22
1126,d,5,21.587475,,0.196,FALSE,291.111883,39.949104,14.247,6050,0.99,1.22
1127,e,5,37.993273,,0.232,TRUE,291.111883,39.949104,14.247,6050,0.99,1.22
1128,f,5,56.268,0.113,0.156,TRUE,291.111883,39.949104,14.247,6050,0.99,1.22
1129,b,1,7.42693741,,0.136,FALSE,297.070369,42.977741,14.985,5842,1,0.99
1130,b,1,12.00096042,,0.168,FALSE,285.822349,45.711891,15.563,5194,0.87,0.82
1131,b,1,1.91694425,,0.07,FALSE,294.889655,49.379768,14.1,5239,0.84,0.8
1132,b,1,16.301259,,0.109,FALSE,285.29575,44.552753,14.61,4870,0.8,0.75
1133,b,1,13.32351601,,0.119,FALSE,286.625763,37.537304,12.867,6155,1.18,1.22
1134,b,1,7.01075434,,0.162,FALSE,290.633291,40.136994,14.689,6140,1.13,1.19
1135,b,1,17.2923453,,0.129,FALSE,296.376909,50.621468,14.15,5923,1.02,1.02
1136,b,1,94.2887577,,0.204,FALSE,287.066378,41.874908,14.183,5747,0.97,0.95
1137,b,1,0.57736958,,0.137,FALSE,296.553083,46.96629,14.859,5063,0.78,0.74
1138,b,1,86.828989,,0.125,FALSE,297.486691,46.996716,15.474,3784,0.54,0.51
1139,b,2,17.232366,,0.262,FALSE,296.998621,42.781956,14.061,6089,1.03,1.26
1140,c,2,26.695074,,0.132,FALSE,296.998621,42.781956,14.061,6089,1.03,1.26
1141,b,1,9.95661537,,0.242,FALSE,283.2645,41.711449,15.309,5961,1.06,1.08
1142,b,1,10.41725184,,0.127,FALSE,288.588357,42.605659,14.746,5778,1.01,1
1143,b,1,26.7839183,,0.172,FALSE,296.550043,49.102322,14.803,5471,0.92,0.89
1144,b,1,45.1263042,,0.232,FALSE,297.375101,46.662216,14.689,6198,1.16,1.25
1145,b,1,11.94014029,,0.251,FALSE,287.522025,51.37586,15.912,4967,0.8,0.76
1146,b,1,4.16055856,,0.07,FALSE,284.903015,43.95396,13.889,5541,0.93,0.9
1147,b,1,31.0571618,,0.191,FALSE,295.624706,42.545898,15.956,5337,0.86,0.82
1148,b,1,84.5733226,,0.255,FALSE,295.629266,44.69062,15.758,5472,0.94,0.9
1149,b,1,4.14787559,,0.172,FALSE,297.905795,40.162858,14.725,6386,1.3,1.48
1150,b,1,5.19104016,,0.259,FALSE,293.127381,42.320103,15.438,6564,1.4,1.57
1151,b,3,3.410493,,0.065,FALSE,286.752797,49.064911,14.139,4984,,0.64
1152,c,3,13.821375,,0.156,FALSE,286.752797,49.064911,14.139,4984,,0.64
1153,d,3,30.950851,,0.099,FALSE,286.752797,49.064911,14.139,4984,,0.64
1154,b,1,4.8663815,,0.103,FALSE,282.999715,40.55745,13.987,5682,0.98,0.96
1155,b,1,18.5525701,,0.235,FALSE,294.576248,38.456974,15.714,5261,0.84,0.8
1156,b,1,13.62798432,,0.202,FALSE,284.60621,41.196384,15.462,4895,0.77,0.74
1157,b,1,16.8320729,,0.156,FALSE,294.009462,42.880772,14.834,5667,0.96,0.94
1158,b,1,3.70428172,,0.12,FALSE,282.301216,46.516201,12.402,6680,1.46,1.77
1159,b,2,4.35409304,,0.128,FALSE,290.744327,43.260777,15.404,5306,0.86,0.83
1160,c,2,2.93658468,,0.128,FALSE,290.744327,43.260777,15.404,5306,0.86,0.83
1161,b,1,11.32271513,,0.121,FALSE,287.657402,48.982166,15.006,4611,0.73,0.69
1162,b,1,13.71220213,,0.208,FALSE,294.533553,46.618271,15.935,5303,0.86,0.82
1163,b,1,7.46725407,,0.105,FALSE,288.059319,51.354454,12.77,6149,1.21,1.21
1164,b,1,24.3347127,,0.212,FALSE,296.894856,44.37178,15.373,6202,1.19,1.28
1165,b,2,4.164389,,0.211,FALSE,298.258123,47.604946,14.752,3810,0.55,0.51
1166,c,2,5.774464,,0.066,FALSE,298.258123,47.604946,14.752,3810,0.55,0.51
1167,b,1,2.60754383,,0.171,FALSE,287.793862,45.98024,15.618,5717,0.99,0.98
1168,b,1,45.0904643,,0.164,FALSE,292.115153,49.256428,14.976,5545,0.92,0.89
1169,b,1,15.0540329,,0.149,FALSE,298.950318,46.692799,14.503,5949,1.06,1.09
1170,b,1,68.8861915,,0.119,FALSE,283.885115,47.637222,12.464,5850,0.97,1.1
1171,b,3,9.99113313,,0.138,FALSE,285.173326,48.770042,15.311,4985,0.78,0.75
1172,c,3,3.60084276,,0.116,FALSE,285.173326,48.770042,15.311,4985,0.78,0.75
1173,d,3,5.72717226,,0.117,FALSE,285.173326,48.770042,15.311,4985,0.78,0.75
1174,b,1,36.2919336,,0.207,FALSE,295.239275,42.726479,15.251,6018,1.08,1.12
1175,b,1,12.4127754,,0.133,FALSE,291.474304,44.683514,13.539,6129,1.17,1.36
1176,b,1,2.66831376,,0.136,FALSE,296.075676,45.627056,15.553,5502,0.9,0.87
1177,b,1,0.98494017,,0.077,FALSE,285.404941,49.994747,13.835,5839,0.99,0.99
1178,b,1,0.66308526,,0.128,FALSE,297.841489,46.967682,15.304,5053,0.8,0.77
1179,b,3,10.495711,,0.136,TRUE,289.347291,44.208553,10.5,6239,,1.36
1180,c,3,21.869741,,0.141,TRUE,289.347291,44.208553,10.5,6239,,1.36
1181,d,3,100.283134,,0.223,TRUE,289.347291,44.208553,10.5,6239,,1.36
1182,b,1,19.1187753,,0.158,FALSE,295.591254,42.555241,14.838,5961,1.06,1.08
1183,b,1,48.4308991,,0.202,FALSE,285.23245,48.806721,15.605,5006,0.82,0.77
1184,b,1,8.67900242,,0.162,FALSE,288.771814,42.213219,15.18,5771,0.99,0.98
1185,b,1,4.55139967,,0.102,FALSE,286.483651,46.752617,15.035,5213,0.84,0.8
1186,b,1,0.96852602,,0.105,FALSE,289.884378,45.211502,14.511,5791,0.99,0.98
1187,b,1,6.49441289,,0.12,FALSE,284.585789,47.079533,15.602,4630,0.71,0.69
1188,b,1,28.474748,,0.23,FALSE,285.869287,42.728096,15.86,5044,0.8,0.76
1189,b,1,13.0313945,,0.269,FALSE,299.169533,43.441094,15.829,6096,1.15,1.2
1190,b,1,40.9903986,,0.181,FALSE,287.838481,43.153236,15.272,5904,1.06,1.09
1191,b,1,37.3331536,,0.145,FALSE,287.805581,45.340549,13.611,5998,1.1,1.15
1192,b,3,14.435889,,0.125,FALSE,285.189985,46.027962,11.485,6106,,1.36
1193,c,3,29.393195,,0.237,TRUE,285.189985,46.027962,11.485,6106,,1.36
1194,d,3,48.630408,,0.236,FALSE,285.189985,46.027962,11.485,6106,,1.36
1195,b,1,6.03356196,,0.296,FALSE,286.715634,48.645279,13.274,5047,1.28,3.38
1196,b,1,3.0255955,,0.132,FALSE,286.344287,37.411973,13.925,6143,1.13,1.23
1197,b,1,51.1309704,,0.211,FALSE,285.219843,38.805878,14.423,5926,1.06,1.09
1198,b,1,28.625653,,0.222,FALSE,285.803226,44.873428,15.826,5566,0.94,0.91
1199,b,1,6.98152703,,0.127,FALSE,284.593715,46.449776,11.752,6179,1.45,2.17
1200,b,1,3.65691115,,0.132,FALSE,293.500497,44.932457,14.46,6296,1.23,1.36
1201,b,1,12.5720095,,0.106,FALSE,287.85701,40.547181,12.885,6188,1.14,1.21
1202,b,1,40.8365012,,0.143,FALSE,295.102413,40.572396,14.05,5578,0.94,0.92
1203,b,1,3.23941344,,0.09,FALSE,282.956935,42.825619,13.658,6074,1.11,1.16
1204,b,1,23.4774101,,0.156,FALSE,288.095635,40.365964,13.973,6221,1.21,1.33
1205,b,2,15.09,0.097,0.101,TRUE,282.492224,43.980213,11.39,6090,1.18,1.66
1206,c,2,22.804,0.105,0.101,TRUE,282.492224,43.980213,11.39,6090,1.18,1.66
1207,b,1,66.5579057,,0.167,FALSE,293.573935,45.384541,14.074,6227,1.2,1.32
1208,b,1,3.11602791,,0.146,FALSE,295.354457,48.515404,15.79,5353,0.87,0.83
1209,b,1,2.13194651,,0.138,FALSE,290.176173,46.698338,15.545,5504,0.92,0.89
1210,b,1,12.9460978,,0.17,FALSE,295.462337,40.776969,15.079,6175,1.16,1.25
1211,b,1,0.66407381,,0.108,FALSE,291.279002,47.687649,15.645,5123,0.84,0.79
1212,b,1,14.7967458,,0.087,FALSE,281.835355,44.155926,11.714,6170,1.2,1.28
1213,b,1,11.25402929,,0.192,FALSE,280.258382,43.835766,15.166,5753,1,0.98
1214,b,1,11.47685909,,0.137,FALSE,289.134661,47.062996,15.051,5715,0.96,0.94
1215,b,1,2.76122421,,0.1,FALSE,285.713488,41.605873,13.321,6132,1.2,1.29
1216,b,1,7.99019627,,0.136,FALSE,296.388807,41.040571,14.59,6080,1.1,1.17
1217,b,2,15.79186,,0.211,FALSE,285.311284,47.848595,11.696,5770,1.18,1.64
1218,c,2,82.20017,,0.227,FALSE,285.311284,47.848595,11.696,5770,1.18,1.64
1219,b,1,4.69500134,,0.127,FALSE,290.685249,43.859638,15.711,5660,0.95,0.93
1220,b,1,8.63043276,,0.148,FALSE,289.377032,40.001151,15.868,5216,0.84,0.8
1221,b,1,3.27646405,,0.162,FALSE,284.90572,43.949169,15.934,5556,0.95,0.93
1222,b,1,5.57654784,,0.087,FALSE,290.025921,48.335949,13.383,6241,1.18,1.28
1223,b,1,115.6862258,,0.285,FALSE,291.268101,44.488194,15.174,5776,0.99,0.97
1224,b,1,3.81371974,,0.138,FALSE,291.397864,45.588559,15.89,5486,0.92,0.89
1225,b,1,8.3839865,,0.081,FALSE,292.125189,41.407814,14.667,5359,0.87,0.83
1226,b,1,1.68189002,,0.087,FALSE,289.956501,47.020393,14.812,5818,0.99,0.99
1227,b,1,7.12811928,,0.117,FALSE,284.422735,49.106224,11.392,6339,1.45,2
1228,b,1,19.9400874,,0.266,FALSE,286.150155,37.411377,15.922,5609,0.94,0.91
1229,b,3,8.457458,,0.091,TRUE,288.450665,40.245305,11.529,5884,1,1.13
1230,c,3,27.50868,,0.259,TRUE,288.450665,40.245305,11.529,5884,1,1.13
1231,d,3,87.517905,,0.146,FALSE,288.450665,40.245305,11.529,5884,1,1.13
1232,b,1,22.2419092,,0.122,FALSE,289.033022,40.086887,12.816,6130,1.29,1.79
1233,b,1,9.08237046,,0.125,FALSE,286.604183,42.440319,15.4,5188,0.85,0.81
1234,b,1,8.83922659,,0.128,FALSE,290.989241,50.30806,15.102,5236,0.86,0.82
1235,b,1,7.56127224,,0.127,FALSE,284.287156,42.355614,14.64,5771,1.01,1
1236,b,1,16.1288853,,0.204,FALSE,285.276428,39.446916,15.022,5259,0.85,0.81
1237,b,1,13.5630972,,0.168,FALSE,297.339446,46.347252,15.785,5701,0.97,0.96
1238,b,1,16.29595382,,0.17,FALSE,294.478341,46.945862,15.243,5727,0.98,0.97
1239,b,1,18.01621096,,0.22,FALSE,292.86984,46.741859,15.394,5884,1.06,1.08
1240,b,1,2.10433812,,0.046,FALSE,285.928896,38.520962,14.488,3468,0.35,0.34
1241,b,1,28.8432647,,0.211,FALSE,298.735235,40.764155,15.652,5235,0.85,0.8
1242,b,2,16.092,0.051,0.215,FALSE,288.530825,40.942304,11.525,5685,1.02,1.03
1243,c,2,25.5169,0.026,0.075,FALSE,288.530825,40.942304,11.525,5685,1.02,1.03
1244,b,1,0.67933627,,0.128,FALSE,283.920035,40.740123,14.159,5549,0.91,0.88
1245,b,2,11.1726994,,0.111,FALSE,289.651263,43.824417,13.349,5748,1.05,1.4
1246,c,2,2.53573424,,0.109,FALSE,289.651263,43.824417,13.349,5748,1.05,1.4
1247,b,1,5.44832529,,0.187,FALSE,292.971241,41.035764,12.43,5719,0.99,0.92
1248,b,1,3.83309118,,0.157,FALSE,292.388546,42.233261,11.799,5453,0.92,0.85
1249,b,1,5.42474928,,0.456,FALSE,294.237938,45.197322,16.406,4188,0.6,0.59
1250,b,1,0.84338011,,0.123,FALSE,295.821448,46.053029,14.975,4861,0.8,0.75
1251,b,1,87.9732136,,0.316,FALSE,298.835871,40.293136,14,5884,1.04,1.12
1252,b,1,0.56887443,,0.139,FALSE,291.611881,42.115971,15.23,5144,0.83,0.79
1253,b,1,213.257663,,0.277,FALSE,290.376313,41.150741,15.165,4598,0.73,0.7
1254,b,1,2.88676265,,0.12,FALSE,290.956068,49.366306,14.717,3655,0.56,0.54
