rowid,pl_letter,pl_pnum,pl_orbper,pl_bmassj,pl_radj,pl_ttvflag,ra,dec,st_optmag,st_teff,st_mass,st_rad
1999,b,2,11.634788,,0.137,FALSE,292.922774,38.477274,15.035,6023,,1.01
2000,c,2,33.197861,,0.164,FALSE,292.922774,38.477274,15.035,6023,,1.01
2001,b,3,10.300682,,0.209,FALSE,292.479713,38.514927,15.319,6165,1.24,1.38
2002,c,3,16.088134,,0.302,FALSE,292.479713,38.514927,15.319,6165,1.24,1.38
2003,d,3,35.676062,,0.297,FALSE,292.479713,38.514927,15.319,6165,1.24,1.38
2004,b,3,14.12841,,0.256,FALSE,293.56815,39.036326,15.368,6105,1.1,1.05
2005,c,3,31.884,0.052,0.259,TRUE,293.56815,39.036326,15.368,6105,1.1,1.05
2006,d,3,48.648,0.051,0.25,TRUE,293.56815,39.036326,15.368,6105,1.1,1.05
2007,b,2,17.324,0.275,0.261,TRUE,286.583175,39.077209,13.42,5946,1.12,1.69
2008,c,2,33.006,0.202,0.3,TRUE,286.583175,39.077209,13.42,5946,1.12,1.69
2009,b,2,30.160546,,0.363,TRUE,290.107193,38.702235,11.584,4991,,2.94
2010,c,2,51.078775,,0.32,TRUE,290.107193,38.702235,11.584,4991,,2.94
2011,b,3,12.309681,,0.323,TRUE,287.391224,42.194836,13.659,6363,1.1,1.75
2012,c,3,35.736,0.155,0.384,TRUE,287.391224,42.194836,13.659,6363,1.1,1.75
2013,d,3,54.414,0.118,0.277,TRUE,287.391224,42.194836,13.659,6363,1.1,1.75
2014,b,2,5.9123,1.51,0.321,TRUE,292.137029,42.42942,15.036,4590,0.75,0.7
2015,c,2,8.9858,1.36,0.303,TRUE,292.137029,42.42942,15.036,4590,0.75,0.7
2016,b,2,2.139542,,0.129,FALSE,291.39051,42.180588,14.466,5744,0.91,0.89
2017,c,2,4.807091,,0.179,FALSE,291.39051,42.180588,14.466,5744,0.91,0.89
2018,b,2,14.646008,,0.252,FALSE,294.108191,44.770699,15.773,5723,0.98,0.9
2019,c,2,36.337373,,0.474,FALSE,294.108191,44.770699,15.773,5723,0.98,0.9
2020,b,4,9.220524,,0.09,FALSE,284.677277,44.797684,15.204,5602,0.97,0.9
2021,c,4,13.638723,,0.107,FALSE,284.677277,44.797684,15.204,5602,0.97,0.9
2022,d,4,24.806,0.192,0.219,TRUE,284.677277,44.797684,15.204,5602,0.97,0.9
2023,e,4,44.347,0.177,0.277,TRUE,284.677277,44.797684,15.204,5602,0.97,0.9
2024,b,2,11.008151,,0.19,FALSE,293.613726,47.838998,15.847,4351,,0.57
2025,c,2,92.743711,,0.162,FALSE,293.613726,47.838998,15.847,4351,,0.57
2026,b,2,12.699149,,0.2,FALSE,293.146491,47.729649,15.824,5615,,0.81
2027,c,2,37.514456,,0.233,FALSE,293.146491,47.729649,15.824,5615,,0.81
2028,b,2,2.633867,,0.12,FALSE,291.390905,48.065609,15.173,5411,0.85,0.81
2029,c,2,6.186676,,0.1,FALSE,291.390905,48.065609,15.173,5411,0.85,0.81
2030,b,4,1.796302,,0.111,FALSE,290.676145,48.294289,15.587,5580,,0.86
2031,c,4,3.468095,,0.122,FALSE,290.676145,48.294289,15.587,5580,,0.86
2032,d,4,5.914323,,0.119,FALSE,290.676145,48.294289,15.587,5580,,0.86
2033,e,4,29.221289,,0.158,FALSE,290.676145,48.294289,15.587,5580,,0.86
2034,b,2,20.342199,,0.208,FALSE,290.927458,48.44355,14.775,5806,,1.03
2035,c,2,44.851896,,0.291,FALSE,290.927458,48.44355,14.775,5806,,1.03
2036,b,3,6.097326,,0.149,FALSE,288.916426,39.594717,15.151,5918,0.89,1.09
2037,c,3,19.305772,,0.254,FALSE,288.916426,39.594717,15.151,5918,0.89,1.09
2038,d,3,56.633742,,0.238,FALSE,288.916426,39.594717,15.151,5918,0.89,1.09
2039,b,3,34.545,0.023,0.192,TRUE,297.465344,42.88285,13.956,5990,1.08,1
2040,c,3,125.8518,0.42,1.034,TRUE,297.465344,42.88285,13.956,5990,1.08,1
2041,d,3,66.0634,0.013,0.239,TRUE,297.465344,42.88285,13.956,5990,1.08,1
2042,b,2,10.3384,0.01419,0.299,TRUE,298.348324,47.491226,15.282,5701,0.98,0.93
2043,c,2,13.2884,0.01259,0.28,TRUE,298.348324,47.491226,15.282,5701,0.98,0.93
2044,b,2,14.589347,,0.201,FALSE,286.409984,42.681553,15.596,5147,,0.74
2045,c,2,36.77031,,0.241,FALSE,286.409984,42.681553,15.596,5147,,0.74
2046,b,2,3.546511,,0.193,FALSE,287.916357,42.437302,15.934,6002,1.03,1.02
2047,c,2,5.700786,,0.168,FALSE,287.916357,42.437302,15.934,6002,1.03,1.02
2048,b,5,2.580827,,0.118,FALSE,295.766145,42.424288,15.956,5299,0.88,0.83
2049,c,5,3.715335,,0.131,FALSE,295.766145,42.424288,15.956,5299,0.88,0.83
2050,d,5,7.055679,,0.199,FALSE,295.766145,42.424288,15.956,5299,0.88,0.83
2051,e,5,11.97901,,0.238,FALSE,295.766145,42.424288,15.956,5299,0.88,0.83
2052,f,5,20.834237,,0.21,FALSE,295.766145,42.424288,15.956,5299,0.88,0.83
2053,b,2,19.254196,,0.274,FALSE,286.358057,42.406509,15.368,5804,1.01,0.96
2054,c,2,54.155743,,0.342,FALSE,286.358057,42.406509,15.368,5804,1.01,0.96
2055,b,2,3.701212,,0.158,FALSE,287.392009,46.059312,15.843,5913,,0.98
2056,c,2,6.6264,,0.242,FALSE,287.392009,46.059312,15.843,5913,,0.98
2057,b,3,12.645164,,0.109,FALSE,285.345843,45.367786,14.447,5603,,0.9
2058,c,3,21.526258,,0.104,FALSE,285.345843,45.367786,14.447,5603,,0.9
2059,d,3,33.884054,,0.121,FALSE,285.345843,45.367786,14.447,5603,,0.9
2060,b,5,10.864384,,0.144,FALSE,286.540008,49.437326,15.921,3740,0.5,0.48
2061,c,5,5.8416366,,0.178,FALSE,286.540008,49.437326,15.921,3740,0.5,0.48
2062,d,5,19.850291,,0.186,FALSE,286.540008,49.437326,15.921,3740,0.5,0.48
2063,e,5,34.14211,,0.136,FALSE,286.540008,49.437326,15.921,3740,0.5,0.48
2064,f,5,63.33627,,0.161,FALSE,286.540008,49.437326,15.921,3740,0.5,0.48
2065,b,2,38.871826,,0.256,TRUE,283.209159,48.777645,14.232,5619,,0.92
2066,c,2,74.920137,,0.583,TRUE,283.209159,48.777645,14.232,5619,,0.92
2067,b,3,10.475464,,0.175,FALSE,283.039792,48.825359,15.415,4465,0.65,0.58
2068,c,3,22.92881,,0.172,FALSE,283.039792,48.825359,15.415,4465,0.65,0.58
2069,d,3,77.473633,,0.223,FALSE,283.039792,48.825359,15.415,4465,0.65,0.58
2070,b,4,2.927128,,0.118,FALSE,283.206964,48.580502,15.017,5617,0.97,1.03
2071,c,4,6.885875,,0.236,FALSE,283.206964,48.580502,15.017,5617,0.97,1.03
2072,d,4,15.054786,,0.166,FALSE,283.206964,48.580502,15.017,5617,0.97,1.03
2073,e,4,38.285489,,0.167,FALSE,283.206964,48.580502,15.017,5617,0.97,1.03
2074,b,3,29.33434,0.036,0.348,TRUE,285.283636,38.947281,15.403,5498,0.99,0.95
2075,c,3,60.323105,2.01,1.097,TRUE,285.283636,38.947281,15.403,5498,0.99,0.95
2076,d,3,143.34394,0.073,0.785,TRUE,285.283636,38.947281,15.403,5498,0.99,0.95
2077,b,2,10.446347,,0.149,FALSE,295.288694,48.59972,14.201,5986,0.94,0.9
2078,c,2,40.714955,,0.201,FALSE,295.288694,48.59972,14.201,5986,0.94,0.9
2079,b,3,2.508553,,0.12,FALSE,283.982968,49.23299,14.271,5815,0.91,0.9
2080,c,3,5.419026,,0.12,FALSE,283.982968,49.23299,14.271,5815,0.91,0.9
2081,d,3,13.751243,,0.156,FALSE,283.982968,49.23299,14.271,5815,0.91,0.9
2082,b,2,30.184104,,0.362,FALSE,294.316985,43.629345,15.505,5740,,1.22
2083,c,2,127.282184,,1.111,FALSE,294.316985,43.629345,15.505,5740,,1.22
2084,b,2,1.937055,,0.079,FALSE,283.135465,43.657055,14.39,3944,0.59,0.48
2085,c,2,7.061149,,0.102,FALSE,283.135465,43.657055,14.39,3944,0.59,0.48
2086,b,4,3.295709,,0.255,FALSE,294.441763,40.557587,14.84,4731,0.8,0.69
2087,c,4,5.315946,,0.194,FALSE,294.441763,40.557587,14.84,4731,0.8,0.69
2088,d,4,9.653471,,0.245,FALSE,294.441763,40.557587,14.84,4731,0.8,0.69
2089,e,4,1.49914695,,0.107,FALSE,294.441763,40.557587,14.84,4731,0.8,0.69
2090,b,3,5.487,0.033,0.321,TRUE,299.224311,40.343182,15.812,5100,0.76,0.79
2091,c,3,8.291,0.019,0.294,TRUE,299.224311,40.343182,15.812,5100,0.76,0.79
2092,d,3,16.738661,,0.242,FALSE,299.224311,40.343182,15.812,5100,0.76,0.79
2093,b,4,4.646186,,0.136,FALSE,288.538671,40.61614,15.565,4954,0.82,0.72
2094,c,4,7.240193,,0.21,FALSE,288.538671,40.61614,15.565,4954,0.82,0.72
2095,d,4,17.326644,,0.22,FALSE,288.538671,40.61614,15.565,4954,0.82,0.72
2096,e,4,44.840975,,0.203,FALSE,288.538671,40.61614,15.565,4954,0.82,0.72
2097,b,2,10.4208,0.02341,0.217,TRUE,297.795132,40.417703,14.072,5367,0.91,0.81
2098,c,2,13.0729,0.01145,0.196,TRUE,297.795132,40.417703,14.072,5367,0.91,0.81
2099,b,2,9.694928,,0.189,FALSE,295.785154,40.43955,15.809,5895,,0.94
2100,c,2,15.38231,,0.193,FALSE,295.785154,40.43955,15.809,5895,,0.94
2101,b,2,5.923653,,0.139,FALSE,297.509851,46.961281,15.157,4713,,0.72
2102,c,2,105.356383,,0.224,TRUE,297.509851,46.961281,15.157,4713,,0.72
2103,b,3,20.8613,,0.491,TRUE,294.023014,45.853081,15.237,6340,1.21,1.22
2104,c,3,42.6318,4.7,0.473,TRUE,294.023014,45.853081,15.237,6340,1.21,1.22
2105,d,3,87.6451,6.8,0.348,FALSE,294.023014,45.853081,15.237,6340,1.21,1.22
2106,b,3,13.930698,,0.106,FALSE,288.839363,46.986744,14.279,5797,0.85,0.88
2107,c,3,56.47542,,0.302,FALSE,288.839363,46.986744,14.279,5797,0.85,0.88
2108,d,3,92.876125,,0.22,FALSE,288.839363,46.986744,14.279,5797,0.85,0.88
2109,b,2,9.176092,,0.152,FALSE,282.06129,47.085491,13.797,5905,1.06,1.19
2110,c,2,19.738286,,0.128,FALSE,282.06129,47.085491,13.797,5905,1.06,1.19
2111,b,2,1.772419,,0.115,FALSE,298.395772,42.459756,12.949,6115,1.23,1.47
2112,c,2,19.747412,,0.281,TRUE,298.395772,42.459756,12.949,6115,1.23,1.47
2113,b,2,14.970418,,0.226,FALSE,298.294935,48.775459,14.167,5727,0.9,1.54
2114,c,2,32.273273,,0.229,FALSE,298.294935,48.775459,14.167,5727,0.9,1.54
2115,b,2,2.461069,,0.074,FALSE,294.674114,42.075588,12.557,5378,1.02,0.95
2116,c,2,5.960392,,0.259,FALSE,294.674114,42.075588,12.557,5378,1.02,0.95
2117,b,2,96.101141,,0.336,TRUE,298.023104,43.363522,15.321,5796,0.78,1.04
2118,c,2,265.469335,,0.37,FALSE,298.023104,43.363522,15.321,5796,0.78,1.04
2119,b,2,2.240508,,0.095,FALSE,290.826023,44.184109,15.224,4204,0.53,0.52
2120,c,2,6.827766,,0.103,FALSE,290.826023,44.184109,15.224,4204,0.53,0.52
2121,b,2,5.524242,,0.186,FALSE,294.943885,39.032062,15.377,5497,0.95,0.94
2122,c,2,8.77501,,0.153,FALSE,294.943885,39.032062,15.377,5497,0.95,0.94
2123,b,2,4.662715,,0.42,FALSE,298.482828,46.793617,13.297,5746,1.05,1.19
2124,c,2,11.815007,,0.328,FALSE,298.482828,46.793617,13.297,5746,1.05,1.19
2125,b,3,4.362705,,0.145,FALSE,288.811943,39.770658,13.828,5526,1.29,0.9
2126,c,3,6.941357,,0.235,FALSE,288.811943,39.770658,13.828,5526,1.29,0.9
2127,d,3,31.781925,,0.204,FALSE,288.811943,39.770658,13.828,5526,1.29,0.9
2128,b,5,5.90124,4.1,0.196,TRUE,297.842398,46.574281,16.452,3900,0.58,0.53
2129,c,5,8.7522,0.5,0.178,TRUE,297.842398,46.574281,16.452,3900,0.58,0.53
2130,d,5,22.7802,,0.241,FALSE,297.842398,46.574281,16.452,3900,0.58,0.53
2131,e,5,2.896,,0.134,FALSE,297.842398,46.574281,16.452,3900,0.58,0.53
2132,f,5,0.74296,,0.073,FALSE,297.842398,46.574281,16.452,3900,0.58,0.53
2133,b,2,8.371554,,0.102,FALSE,293.213548,46.175125,13.474,6435,,1.11
2134,c,2,17.934937,,0.122,FALSE,293.213548,46.175125,13.474,6435,,1.11
2135,b,2,4.915379,,0.158,FALSE,294.453674,44.145756,12.706,5740,1.01,1.19
2136,c,2,13.093921,,0.207,FALSE,294.453674,44.145756,12.706,5740,1.01,1.19
2137,b,2,1.653888,,0.09,FALSE,281.348824,44.295242,13.53,5388,0.91,0.89
2138,c,2,4.337234,,0.149,FALSE,281.348824,44.295242,13.53,5388,0.91,0.89
2139,b,2,1.678327,,0.128,FALSE,291.38224,38.127473,12.722,5987,1.09,1.18
2140,c,2,3.553822,,0.145,FALSE,291.38224,38.127473,12.722,5987,1.09,1.18
2141,b,2,4.385315,,0.102,FALSE,286.471473,49.649021,14.122,5194,0.86,0.84
2142,c,2,51.805612,,0.281,TRUE,286.471473,49.649021,14.122,5194,0.86,0.84
2143,b,3,4.544439,,0.26,FALSE,289.835434,49.825626,15.009,5752,0.87,1
2144,c,3,12.762172,,0.227,FALSE,289.835434,49.825626,15.009,5752,0.87,1
2145,d,3,38.715185,,0.249,FALSE,289.835434,49.825626,15.009,5752,0.87,1
2146,b,3,2.248329,,0.136,FALSE,294.325546,46.002254,13.693,5105,0.98,0.8
2147,c,3,4.580358,,0.125,FALSE,294.325546,46.002254,13.693,5105,0.98,0.8
2148,d,3,6.766888,,0.108,FALSE,294.325546,46.002254,13.693,5105,0.98,0.8
2149,b,3,2.549575,,0.099,FALSE,292.642372,44.087673,15.018,3799,0.55,0.49
2150,c,3,5.212333,,0.092,FALSE,292.642372,44.087673,15.018,3799,0.55,0.49
2151,d,3,13.969457,,0.154,FALSE,292.642372,44.087673,15.018,3799,0.55,0.49
2152,b,2,34.921,0.09,0.205,TRUE,295.809289,40.008503,15.674,5914,1.15,1.06
2153,c,2,71.312,0.124,0.482,TRUE,295.809289,40.008503,15.674,5914,1.15,1.06
2154,b,2,7.416397,,0.125,FALSE,299.268042,45.227428,15.434,4257,0.53,0.52
2155,c,2,18.684737,,0.172,FALSE,299.268042,45.227428,15.434,4257,0.53,0.52
2156,b,5,5.66793,,0.155,TRUE,289.077548,46.005222,13.988,5904,1.29,1.82
2157,c,5,13.17562,,0.285,TRUE,289.077548,46.005222,13.988,5904,1.29,1.82
2158,d,5,21.77596,,0.477,TRUE,289.077548,46.005222,13.988,5904,1.29,1.82
2159,e,5,31.7844,,0.359,TRUE,289.077548,46.005222,13.988,5904,1.29,1.82
2160,f,5,41.02902,,0.398,TRUE,289.077548,46.005222,13.988,5904,1.29,1.82
2161,b,2,8.25978,,0.12,FALSE,288.447375,44.801685,15.261,5117,0.78,0.72
2162,c,2,15.955387,,0.174,FALSE,288.447375,44.801685,15.261,5117,0.78,0.72
2163,b,3,8.457496,,0.162,FALSE,291.834328,39.307358,15.862,4347,0.51,0.49
2164,c,3,17.28111,,0.164,FALSE,291.834328,39.307358,15.862,4347,0.51,0.49
2165,d,3,32.134328,,0.146,FALSE,291.834328,39.307358,15.862,4347,0.51,0.49
2166,b,3,7.626324,,0.104,FALSE,286.662964,47.4137,14.017,4955,0.8,0.72
2167,c,3,15.995622,,0.097,FALSE,286.662964,47.4137,14.017,4955,0.8,0.72
2168,d,3,34.21154,,0.105,FALSE,286.662964,47.4137,14.017,4955,0.8,0.72
2169,b,2,12.551158,,0.118,FALSE,292.286069,40.913584,14.731,4259,0.54,0.53
2170,c,2,24.08821,,0.099,FALSE,292.286069,40.913584,14.731,4259,0.54,0.53
2171,b,3,5.470319,,0.1,FALSE,287.140668,47.115196,12.776,5828,1,1.07
2172,c,3,12.758005,,0.128,FALSE,287.140668,47.115196,12.776,5828,1,1.07
2173,d,3,25.09849,,0.126,FALSE,287.140668,47.115196,12.776,5828,1,1.07
2174,b,2,6.562331,,0.302,FALSE,296.064311,45.428623,13.996,5877,0.99,1.85
2175,c,2,67.844469,,0.274,FALSE,296.064311,45.428623,13.996,5877,0.99,1.85
2176,b,3,2.024823,,0.091,FALSE,290.237643,41.33137,13.598,5867,0.89,1.3
2177,c,3,9.600001,,0.187,FALSE,290.237643,41.33137,13.598,5867,0.89,1.3
2178,d,3,20.678772,,0.211,FALSE,290.237643,41.33137,13.598,5867,0.89,1.3
2179,b,2,3.292781,,0.137,FALSE,290.06049,47.163956,12.727,5684,0.96,1.76
2180,c,2,9.693201,,0.183,FALSE,290.06049,47.163956,12.727,5684,0.96,1.76
2181,b,4,13.726976,,0.218,TRUE,282.978956,40.784347,12.119,5923,1.1,1.74
2182,c,4,24.310856,,0.209,FALSE,282.978956,40.784347,12.119,5923,1.1,1.74
2183,d,4,44.431014,,0.268,FALSE,282.978956,40.784347,12.119,5923,1.1,1.74
2184,e,4,9.341,0.027,0.139,TRUE,282.978956,40.784347,12.119,5923,1.1,1.74
2185,b,3,4.977656,,0.127,FALSE,293.351712,48.444641,14.531,5631,0.84,0.8
2186,c,3,6.988055,,0.103,FALSE,293.351712,48.444641,14.531,5631,0.84,0.8
2187,d,3,10.558345,,0.104,FALSE,293.351712,48.444641,14.531,5631,0.84,0.8
2188,b,1,288.822,0.22,0.764,TRUE,296.435821,44.64156,14.875,5913,1.05,1.16
2189,b,2,14.844387,,0.226,FALSE,295.933477,40.30057,12.345,6620,2.11,1.85
2190,c,2,22.824669,,0.301,FALSE,295.933477,40.30057,12.345,6620,2.11,1.85
2191,b,4,5.195528,,0.105,FALSE,289.861576,43.472775,14.601,6012,0.94,1.02
2192,c,4,8.01041,,0.152,FALSE,289.861576,43.472775,14.601,6012,0.94,1.02
2193,d,4,27.666313,,0.165,FALSE,289.861576,43.472775,14.601,6012,0.94,1.02
2194,e,4,42.473269,,0.178,FALSE,289.861576,43.472775,14.601,6012,0.94,1.02
2195,b,4,15.170318,,0.201,FALSE,292.678083,46.726715,13.147,6175,1.13,1.47
2196,c,4,26.234138,,0.175,TRUE,292.678083,46.726715,13.147,6175,1.13,1.47
2197,d,4,39.459357,,0.222,TRUE,292.678083,46.726715,13.147,6175,1.13,1.47
2198,e,4,1.64422461,,0.079,FALSE,292.678083,46.726715,13.147,6175,1.13,1.47
2199,b,2,8.96855,,0.215,FALSE,291.960684,42.433006,14.128,5807,1.04,1.43
2200,c,2,23.22182,,0.18,FALSE,291.960684,42.433006,14.128,5807,1.04,1.43
2201,b,2,21.963945,,0.233,FALSE,292.499645,46.324406,15.378,5774,0.9,0.98
2202,c,2,125.596809,,0.263,FALSE,292.499645,46.324406,15.378,5774,0.9,0.98
2203,b,2,7.415563,,0.066,FALSE,295.228802,45.97102,14.028,4504,0.59,0.62
2204,c,2,9.387427,,0.107,FALSE,295.228802,45.97102,14.028,4504,0.59,0.62
2205,b,2,6.511127,,0.237,FALSE,288.011911,46.117607,15.214,6033,0.97,1.02
2206,c,2,23.851549,,0.274,FALSE,288.011911,46.117607,15.214,6033,0.97,1.02
2207,b,2,12.79836,,0.176,FALSE,289.199596,49.305717,14.513,6088,1.04,1
2208,c,2,27.320871,,0.156,FALSE,289.199596,49.305717,14.513,6088,1.04,1
2209,b,2,7.05677,,0.136,FALSE,297.25505,40.548373,12.556,6177,1.15,1.36
2210,c,2,17.265427,,0.119,FALSE,297.25505,40.548373,12.556,6177,1.15,1.36
2211,b,2,5.929778,,0.17,FALSE,293.67648,44.615578,14.746,5956,0.97,0.93
2212,c,2,12.247629,,0.175,FALSE,293.67648,44.615578,14.746,5956,0.97,0.93
2213,b,1,131.458,0.127,0.728,TRUE,294.496978,46.689762,15.726,5606,0.89,1.03
2214,b,3,11.189562,,0.165,FALSE,285.419606,39.706107,13.781,6186,1,1.53
2215,c,3,17.849,0.019,0.277,TRUE,285.419606,39.706107,13.781,6186,1,1.53
2216,d,3,26.136,0.047,0.25,TRUE,285.419606,39.706107,13.781,6186,1,1.53
2217,b,3,37.054919,,0.273,FALSE,286.452706,42.657879,15.99,5643,0.89,0.85
2218,c,3,57.24809,,0.285,FALSE,286.452706,42.657879,15.99,5643,0.89,0.85
2219,d,3,142.544247,,0.243,FALSE,286.452706,42.657879,15.99,5643,0.89,0.85
2220,b,2,10.05537,,0.077,FALSE,299.896521,46.051975,12.957,5212,0.79,0.78
2221,c,2,16.332995,,0.111,FALSE,299.896521,46.051975,12.957,5212,0.79,0.78
2222,b,2,5.795278,,0.079,FALSE,296.856633,41.75818,15.773,3903,0.54,0.5
2223,c,2,8.410894,,0.123,FALSE,296.856633,41.75818,15.773,3903,0.54,0.5
2224,b,3,5.47666,,0.164,FALSE,285.751452,41.33564,15.549,4648,0.65,0.67
2225,c,3,16.934402,,0.117,FALSE,285.751452,41.33564,15.549,4648,0.65,0.67
2226,d,3,24.209842,,0.111,FALSE,285.751452,41.33564,15.549,4648,0.65,0.67
2227,b,2,11.03189,,0.13,FALSE,285.799457,42.811783,15.087,6184,1.05,1.07
2228,c,2,25.762294,,0.242,FALSE,285.799457,42.811783,15.087,6184,1.05,1.07
2229,b,2,4.612696,,0.14,FALSE,292.421077,37.682819,12.992,6133,0.97,1.33
2230,c,2,13.121632,,0.161,FALSE,292.421077,37.682819,12.992,6133,0.97,1.33
2231,b,3,6.475434,,0.164,FALSE,291.243104,44.00872,15.565,5036,0.78,0.83
2232,c,3,16.85837,,0.238,FALSE,291.243104,44.00872,15.565,5036,0.78,0.83
2233,d,3,49.499875,,0.306,FALSE,291.243104,44.00872,15.565,5036,0.78,0.83
2234,b,2,34.060467,,0.243,FALSE,293.230225,48.281376,15.375,5908,0.95,0.95
2235,c,2,83.488369,,0.254,FALSE,293.230225,48.281376,15.375,5908,0.95,0.95
2236,b,3,25.563222,,0.315,FALSE,293.293635,42.196354,15.886,6248,1.07,1.09
2237,c,3,57.68802,,0.384,TRUE,293.293635,42.196354,15.886,6248,1.07,1.09
2238,d,3,77.095691,,0.358,FALSE,293.293635,42.196354,15.886,6248,1.07,1.09
2239,b,2,13.83989,0.014,0.133,TRUE,291.250191,49.231827,11.866,5911,1.07,1.63
2240,c,2,16.23855,0.025,0.328,TRUE,291.250191,49.231827,11.866,5911,1.07,1.63
2241,b,2,3.289672,,0.147,FALSE,286.284731,44.781555,14.866,6053,0.95,1.06
2242,c,2,7.186434,,0.187,FALSE,286.284731,44.781555,14.866,6053,0.95,1.06
2243,b,2,8.486616,,0.129,FALSE,296.803453,46.741154,13.573,6169,1.07,1.34
2244,c,2,55.188023,,0.225,FALSE,296.803453,46.741154,13.573,6169,1.07,1.34
2245,b,2,10.327186,,0.079,FALSE,291.771639,47.529903,14.5,5788,0.77,0.72
2246,c,2,37.866281,,0.129,FALSE,291.771639,47.529903,14.5,5788,0.77,0.72
2247,b,3,3.614568,,0.103,FALSE,283.192081,41.305393,13.353,5593,1.23,1.49
2248,c,3,7.542427,,0.151,FALSE,283.192081,41.305393,13.353,5593,1.23,1.49
2249,d,3,11.932125,,0.183,FALSE,283.192081,41.305393,13.353,5593,1.23,1.49
2250,b,2,25.745718,,0.138,FALSE,281.569933,47.398697,13.66,6108,1.2,1.28
2251,c,2,59.980627,,0.192,FALSE,281.569933,47.398697,13.66,6108,1.2,1.28
2252,b,2,10.664903,,0.182,FALSE,295.626598,49.130436,14.651,6012,0.99,1.05
2253,c,2,17.784129,,0.146,FALSE,295.626598,49.130436,14.651,6012,0.99,1.05
2254,b,2,3.281959,,0.13,FALSE,296.852042,49.084446,14.842,6209,1.05,1.05
2255,c,2,12.51616,,0.16,FALSE,296.852042,49.084446,14.842,6209,1.05,1.05
2256,b,2,37.815724,,0.116,FALSE,297.292418,49.981632,12.879,4710,0.75,0.69
2257,c,2,53.578637,,0.107,FALSE,297.292418,49.981632,12.879,4710,0.75,0.69
2258,b,2,26.84768,,0.291,FALSE,291.880046,45.387936,12.848,5502,0.71,2.02
2259,c,2,72.379334,,0.346,FALSE,291.880046,45.387936,12.848,5502,0.71,2.02
2260,b,2,2.732756,,0.101,FALSE,293.674235,47.908467,15.673,3591,0.54,0.47
2261,c,2,14.871572,,0.126,FALSE,293.674235,47.908467,15.673,3591,0.54,0.47
2262,b,4,13.367308,,0.027,FALSE,284.05966,44.518131,9.705,5417,0.8,0.77
2263,c,4,21.301886,,0.066,FALSE,284.05966,44.518131,9.705,5417,0.8,0.77
2264,d,4,39.792187,,0.178,TRUE,284.05966,44.518131,9.705,5417,0.8,0.77
2265,e,4,51.196,,,TRUE,284.05966,44.518131,9.705,5417,0.8,0.77
2266,b,2,4.57953,,0.142,FALSE,292.171121,40.916306,15.198,5852,0.94,0.9
2267,c,2,19.02293,,0.17,FALSE,292.171121,40.916306,15.198,5852,0.94,0.9
2268,b,2,34.763278,,0.169,FALSE,292.326464,38.657588,13.865,5666,0.94,0.99
2269,c,2,67.968015,,0.159,FALSE,292.326464,38.657588,13.865,5666,0.94,0.99
2270,b,3,6.849692,,0.121,FALSE,291.256195,49.258953,14.881,6509,1.15,1.14
2271,c,3,20.053763,,0.186,FALSE,291.256195,49.258953,14.881,6509,1.15,1.14
2272,d,3,30.092568,,0.151,FALSE,291.256195,49.258953,14.881,6509,1.15,1.14
2273,b,2,5.535309,,0.121,FALSE,289.387993,50.59705,14.514,5787,0.87,0.84
2274,c,2,16.725948,,0.111,FALSE,289.387993,50.59705,14.514,5787,0.87,0.84
2275,b,3,1.897806,,0.092,FALSE,294.13793,42.370502,14.686,5977,0.84,0.91
2276,c,3,3.282807,,0.098,FALSE,294.13793,42.370502,14.686,5977,0.84,0.91
2277,d,3,5.028219,,0.117,FALSE,294.13793,42.370502,14.686,5977,0.84,0.91
2278,b,2,12.125934,,0.129,FALSE,288.617907,48.098416,15.699,5826,0.89,0.84
2279,c,2,19.986326,,0.236,FALSE,288.617907,48.098416,15.699,5826,0.89,0.84
2280,b,2,4.920199,,0.095,FALSE,291.607165,38.410386,13.776,5900,1.05,1.18
2281,c,2,14.172327,,0.16,FALSE,291.607165,38.410386,13.776,5900,1.05,1.18
2282,b,2,12.509529,,0.124,FALSE,295.422002,38.735691,13.86,5949,0.88,1.22
2283,c,2,27.014976,,0.184,FALSE,295.422002,38.735691,13.86,5949,0.88,1.22
2284,b,2,16.092361,,0.067,FALSE,294.948588,46.438641,12.485,4661,0.96,0.67
2285,c,2,28.906009,,0.062,FALSE,294.948588,46.438641,12.485,4661,0.96,0.67
2286,b,2,20.09838,,0.148,FALSE,295.701103,38.945831,13.358,6054,1.08,1.31
2287,c,2,62.784697,,0.204,FALSE,295.701103,38.945831,13.358,6054,1.08,1.31
2288,b,1,105.599,0.384,0.384,FALSE,286.830353,42.279205,13.941,5623,0.94,1.75
2289,b,2,3.930821,,0.106,FALSE,282.394616,48.75914,13.652,6045,1.05,1.22
2290,c,2,7.630004,,0.113,FALSE,282.394616,48.75914,13.652,6045,1.05,1.22
2291,b,2,5.629021,,0.088,FALSE,285.182787,43.831089,10.421,6152,1.34,1.57
2292,c,2,13.391635,,0.1,FALSE,285.182787,43.831089,10.421,6152,1.34,1.57
2293,b,2,5.262155,,0.118,FALSE,299.136166,45.869934,14.623,5600,0.8,0.94
2294,c,2,12.162701,,0.142,FALSE,299.136166,45.869934,14.623,5600,0.8,0.94
